time,Vvout_highq
1.000377494733379e-003,-7.661378e-001
1.000382594045730e-003,-7.660247e-001
1.000387785838709e-003,-7.659661e-001
1.000393081527965e-003,-7.657703e-001
1.000399469468935e-003,-7.651225e-001
1.000406761281378e-003,-7.636572e-001
1.000413807641224e-003,-7.614103e-001
1.000419244811839e-003,-7.590264e-001
1.000424737473485e-003,-7.560291e-001
1.000431105243725e-003,-7.520086e-001
1.000438130018460e-003,-7.471578e-001
1.000443409929774e-003,-7.433667e-001
1.000448499793927e-003,-7.397356e-001
1.000453634835971e-003,-7.362502e-001
1.000459220113388e-003,-7.328103e-001
1.000465534243409e-003,-7.294814e-001
1.000471800925612e-003,-7.268336e-001
1.000477053129316e-003,-7.252128e-001
1.000482815563726e-003,-7.240623e-001
1.000488060664404e-003,-7.235449e-001
1.000494575704063e-003,-7.234743e-001
1.000500160872510e-003,-7.237834e-001
1.000505965769048e-003,-7.243568e-001
1.000511669570106e-003,-7.250074e-001
1.000516984439778e-003,-7.255519e-001
1.000523934309388e-003,-7.259971e-001
1.000531105839980e-003,-7.260192e-001
1.000537499019214e-003,-7.255628e-001
1.000542760059919e-003,-7.247827e-001
1.000548123512653e-003,-7.236080e-001
1.000553486283051e-003,-7.220774e-001
1.000561301206482e-003,-7.194108e-001
1.000567204285047e-003,-7.171668e-001
1.000572347789235e-003,-7.151007e-001
1.000577573530777e-003,-7.129984e-001
1.000583596617280e-003,-7.106776e-001
1.000590452150417e-003,-7.082760e-001
1.000598005395851e-003,-7.059819e-001
1.000603443294916e-003,-7.046171e-001
1.000608988761063e-003,-7.035111e-001
1.000614495916684e-003,-7.026659e-001
1.000621290844434e-003,-7.019004e-001
1.000628793377293e-003,-7.012743e-001
1.000634222541779e-003,-7.009056e-001
1.000639746573264e-003,-7.005369e-001
1.000645294300637e-003,-7.000861e-001
1.000653299259090e-003,-6.992176e-001
1.000660491420827e-003,-6.981816e-001
1.000665762024579e-003,-6.972128e-001
1.000670904989706e-003,-6.960785e-001
1.000676098771612e-003,-6.947618e-001
1.000682525000385e-003,-6.929421e-001
1.000689391900890e-003,-6.908431e-001
1.000694700676688e-003,-6.891472e-001
1.000699986921360e-003,-6.874380e-001
1.000705621408124e-003,-6.856523e-001
1.000712619817274e-003,-6.835454e-001
1.000719718432917e-003,-6.815697e-001
1.000725066487393e-003,-6.802251e-001
1.000730205297520e-003,-6.790721e-001
1.000735399824738e-003,-6.780425e-001
1.000742211256307e-003,-6.768668e-001
1.000750299013904e-003,-6.756397e-001
1.000755999260390e-003,-6.748554e-001
1.000761683959310e-003,-6.741059e-001
1.000768001257110e-003,-6.732546e-001
1.000774461300534e-003,-6.723092e-001
1.000783254355385e-003,-6.708655e-001
1.000789779974144e-003,-6.696566e-001
1.000794970912823e-003,-6.685828e-001
1.000800250735817e-003,-6.673946e-001
1.000805492474668e-003,-6.661298e-001
1.000813146578915e-003,-6.641795e-001
1.000820657702527e-003,-6.622025e-001
1.000827549994595e-003,-6.603738e-001
1.000834604205685e-003,-6.585388e-001
1.000841956319185e-003,-6.567010e-001
1.000847456262100e-003,-6.553978e-001
1.000852555965063e-003,-6.542604e-001
1.000857765046387e-003,-6.531701e-001
1.000864028835424e-003,-6.519468e-001
1.000871886004221e-003,-6.505122e-001
1.000879257242229e-003,-6.492367e-001
1.000886584991391e-003,-6.480027e-001
1.000894479537590e-003,-6.466619e-001
1.000902347611736e-003,-6.452683e-001
1.000911330993161e-003,-6.435796e-001
1.000917659282951e-003,-6.423143e-001
1.000922828924191e-003,-6.412212e-001
1.000928520008633e-003,-6.399648e-001
1.000934248268628e-003,-6.386548e-001
1.000941968420787e-003,-6.368432e-001
1.000950957070789e-003,-6.347122e-001
1.000959439234723e-003,-6.327160e-001
1.000966765731819e-003,-6.310299e-001
1.000972293980701e-003,-6.297970e-001
1.000977840986724e-003,-6.286037e-001
1.000984206810262e-003,-6.272852e-001
1.000991179310795e-003,-6.258982e-001
1.000999982925887e-003,-6.242114e-001
1.001010080658375e-003,-6.223223e-001
1.001019616588111e-003,-6.205423e-001
1.001029591694863e-003,-6.186440e-001
1.001038036523663e-003,-6.169853e-001
1.001044426147136e-003,-6.156864e-001
1.001050668779545e-003,-6.143777e-001
1.001057827061850e-003,-6.128391e-001
1.001065209094591e-003,-6.112220e-001
1.001074051618535e-003,-6.092670e-001
1.001085590343016e-003,-6.067243e-001
1.001094304220778e-003,-6.048324e-001
1.001101259312924e-003,-6.033561e-001
1.001108245089847e-003,-6.019098e-001
1.001116092346131e-003,-6.003246e-001
1.001125005628240e-003,-5.985638e-001
1.001135687159656e-003,-5.964833e-001
1.001148419815170e-003,-5.940047e-001
1.001160222024302e-003,-5.916789e-001
1.001168105601367e-003,-5.900946e-001
1.001175482291536e-003,-5.885815e-001
1.001184422596109e-003,-5.867171e-001
1.001193184315317e-003,-5.848681e-001
1.001204250065637e-003,-5.825241e-001
1.001218439526966e-003,-5.795352e-001
1.001227867055112e-003,-5.775758e-001
1.001236152975200e-003,-5.758837e-001
1.001246340809719e-003,-5.738362e-001
1.001255881816015e-003,-5.719425e-001
1.001268828809804e-003,-5.693869e-001
1.001284240406510e-003,-5.663347e-001
1.001294252499230e-003,-5.643318e-001
1.001303397049835e-003,-5.624791e-001
1.001314660978497e-003,-5.601736e-001
1.001325395207135e-003,-5.579638e-001
1.001340073248473e-003,-5.549435e-001
1.001352895772923e-003,-5.523230e-001
1.001363353460039e-003,-5.502086e-001
1.001374364691611e-003,-5.480064e-001
1.001386507526498e-003,-5.455973e-001
1.001400467000254e-003,-5.428361e-001
1.001415050937501e-003,-5.399445e-001
1.001426347330678e-003,-5.376911e-001
1.001438148528121e-003,-5.353208e-001
1.001451820253855e-003,-5.325630e-001
1.001467039222134e-003,-5.294933e-001
1.001482177575982e-003,-5.264533e-001
1.001494626349827e-003,-5.239714e-001
1.001508409827479e-003,-5.212432e-001
1.001523629903787e-003,-5.182434e-001
1.001543376486518e-003,-5.143531e-001
1.001558377331302e-003,-5.113894e-001
1.001573134973379e-003,-5.084636e-001
1.001590480206287e-003,-5.050216e-001
1.001611003828758e-003,-5.009590e-001
1.001627042331701e-003,-4.978006e-001
1.001643863049008e-003,-4.945061e-001
1.001663118973145e-003,-4.907457e-001
1.001689858938316e-003,-4.855246e-001
1.001710106846245e-003,-4.815673e-001
1.001733407161912e-003,-4.770165e-001
1.001757498444792e-003,-4.723270e-001
1.001776656980073e-003,-4.686151e-001
1.001803432334562e-003,-4.634460e-001
1.001829632797240e-003,-4.583945e-001
1.001851820424620e-003,-4.541202e-001
1.001881076516996e-003,-4.484976e-001
1.001914897938630e-003,-4.420255e-001
1.001949172908669e-003,-4.354950e-001
1.001980535716726e-003,-4.295365e-001
1.002008983647494e-003,-4.241451e-001
1.002045196761096e-003,-4.173062e-001
1.002077783329979e-003,-4.111802e-001
1.002119430345712e-003,-4.033861e-001
1.002167699536780e-003,-3.943896e-001
1.002212381776583e-003,-3.861041e-001
1.002260890432317e-003,-3.771625e-001
1.002314226325896e-003,-3.673866e-001
1.002366079046219e-003,-3.579396e-001
1.002424965679152e-003,-3.472878e-001
1.002495408997885e-003,-3.346442e-001
1.002567101618796e-003,-3.218871e-001
1.002649022297515e-003,-3.074601e-001
1.002749938936640e-003,-2.898923e-001
1.002963158417018e-003,-2.535687e-001
1.003127302031535e-003,-2.264107e-001
1.003352640370396e-003,-1.901080e-001
1.003574942996903e-003,-1.554744e-001
1.003830940990715e-003,-1.171467e-001
1.004105238717951e-003,-7.790763e-002
1.004409554662365e-003,-3.669851e-002
1.004771934624968e-003,9.161116e-003
1.005208845289490e-003,5.964651e-002
1.005811408548943e-003,1.205709e-001
1.006669692948880e-003,1.908122e-001
1.007881566424096e-003,2.638990e-001
1.008847144285422e-003,3.020509e-001
1.009568613081827e-003,3.175418e-001
1.010223015172978e-003,3.226650e-001
1.010904522507373e-003,3.206707e-001
1.011545053437669e-003,3.125376e-001
1.012402603510289e-003,2.937518e-001
1.013392639231374e-003,2.636974e-001
1.014609447197693e-003,2.177152e-001
1.016153856525193e-003,1.516917e-001
1.017687026288304e-003,8.341806e-002
1.019112331924058e-003,2.215732e-002
1.020706198533766e-003,-3.948015e-002
1.022255996213202e-003,-8.926868e-002
1.024067810390816e-003,-1.326069e-001
1.026002544276950e-003,-1.616088e-001
1.027909134137941e-003,-1.730749e-001
1.029847199957039e-003,-1.693514e-001
1.031600544908416e-003,-1.545618e-001
1.033548338371179e-003,-1.284925e-001
1.035439683860143e-003,-9.691362e-002
1.037422941766013e-003,-6.011247e-002
1.039369330470471e-003,-2.318000e-002
1.041220602987291e-003,1.047023e-002
1.043141312752376e-003,4.198965e-002
1.044997140724743e-003,6.774202e-002
1.046932584339287e-003,8.868960e-002
1.048771222744520e-003,1.025177e-001
1.050511114722194e-003,1.095999e-001
1.052406951309612e-003,1.110118e-001
1.054155987382333e-003,1.069021e-001
1.055899671087066e-003,9.786159e-002
1.057789352967901e-003,8.357231e-002
1.059630420332063e-003,6.618404e-002
1.061488986559578e-003,4.618772e-002
1.063252550552543e-003,2.601765e-002
1.065082507856444e-003,4.954791e-003
1.066853116514911e-003,-1.453921e-002
1.068628756829202e-003,-3.234439e-002
1.070301091366793e-003,-4.686435e-002
1.071850809151440e-003,-5.761306e-002
1.073878017265513e-003,-6.734010e-002
1.076175223316011e-003,-7.281144e-002
1.078344120020762e-003,-7.238935e-002
1.080460305622472e-003,-6.682047e-002
1.082589851100799e-003,-5.664745e-002
1.085282872373235e-003,-3.925813e-002
1.087821097160684e-003,-2.022108e-002
1.089927032856309e-003,-3.631388e-003
1.091993304957223e-003,1.205641e-002
1.094100910264895e-003,2.634672e-002
1.096228941746880e-003,3.780193e-002
1.099205723911949e-003,4.843615e-002
1.101757983663518e-003,5.246866e-002
1.103838422935992e-003,5.156205e-002
1.106014154559008e-003,4.690937e-002
1.108108690204271e-003,3.941776e-002
1.111004221350336e-003,2.585313e-002
1.113646370913957e-003,1.183601e-002
1.115773129888152e-003,2.679315e-004
1.117943944800431e-003,-1.081245e-002
1.120016626518753e-003,-1.992848e-002
1.122298162131144e-003,-2.765201e-002
1.124711191293580e-003,-3.280873e-002
1.127188112900425e-003,-3.477951e-002
1.129308789108512e-003,-3.369767e-002
1.131462343178770e-003,-3.010565e-002
1.133632685941576e-003,-2.449560e-002
1.135673690674128e-003,-1.783914e-002
1.137618360538443e-003,-1.069536e-002
1.139164333584056e-003,-4.740437e-003
1.140193360709824e-003,-7.484913e-004
1.140812502858148e-003,1.626528e-003
1.141187917416818e-003,3.045767e-003
1.141411804792565e-003,3.882493e-003
1.141549337508549e-003,4.392038e-003
1.141643851658329e-003,4.740139e-003
1.141747284801817e-003,5.119365e-003
1.141854959460442e-003,5.512017e-003
1.141923140495652e-003,5.759858e-003
1.141981621789954e-003,5.971725e-003
1.142043786306700e-003,6.195820e-003
1.142096068328023e-003,6.383913e-003
1.142150370283782e-003,6.578909e-003
1.142205971044529e-003,6.777669e-003
1.142253977642603e-003,6.948761e-003
1.142308973715821e-003,7.144418e-003
1.142370761941594e-003,7.363386e-003
1.142433472823852e-003,7.584692e-003
1.142502454513730e-003,7.827342e-003
1.142574234880004e-003,8.078716e-003
1.142650701780420e-003,8.345131e-003
1.142742116390647e-003,8.661978e-003
1.142849237382862e-003,9.030882e-003
1.142958469286262e-003,9.404356e-003
1.143076786250779e-003,9.805433e-003
1.143750890993479e-003,1.202194e-002
1.144040328035486e-003,1.293661e-002
1.144355030476996e-003,1.390421e-002
1.144691629234460e-003,1.490581e-002
1.145075039299257e-003,1.600265e-002
1.145510028865332e-003,1.718727e-002
1.146032666745480e-003,1.852087e-002
1.146691115263338e-003,2.005329e-002
1.147560851614716e-003,2.180531e-002
1.148803727529905e-003,2.373435e-002
1.150675544024919e-003,2.546916e-002
1.152808617914657e-003,2.584893e-002
1.154925977717048e-003,2.453491e-002
1.157077054250301e-003,2.157811e-002
1.159581377782447e-003,1.653062e-002
1.162828103132930e-003,8.601550e-003
1.165069510942011e-003,2.742999e-003
1.167155882049382e-003,-2.571354e-003
1.169268086417206e-003,-7.382908e-003
1.171387828900767e-003,-1.125827e-002
1.174118272971271e-003,-1.462821e-002
1.176761588553700e-003,-1.615483e-002
1.178863334211837e-003,-1.594798e-002
1.181170478841505e-003,-1.436175e-002
1.183254607915566e-003,-1.189142e-002
1.186295601099206e-003,-7.131132e-003
1.188691781141499e-003,-2.878722e-003
1.190808794961251e-003,9.911808e-004
1.192960964043724e-003,4.697552e-003
1.195055236255176e-003,7.801374e-003
1.197612808522704e-003,1.061124e-002
1.200801128815265e-003,1.265513e-002
1.203074655046360e-003,1.301111e-002
1.205128869020816e-003,1.240706e-002
1.207209014880227e-003,1.103306e-002
1.209709619872579e-003,8.613578e-003
1.212933259091847e-003,4.823870e-003
1.215290099037911e-003,1.850415e-003
1.217431794212567e-003,-7.802966e-004
1.219594307276236e-003,-3.147777e-003
1.221710114029799e-003,-5.005895e-003
1.224284519644218e-003,-6.530019e-003
1.226967666744152e-003,-7.274501e-003
1.229084498959664e-003,-7.190832e-003
1.231167236603004e-003,-6.522406e-003
1.233259866554997e-003,-5.354984e-003
1.236145081339565e-003,-3.218021e-003
1.238536271990897e-003,-1.184505e-003
1.240717800850497e-003,7.459280e-004
1.242933347343706e-003,2.611069e-003
1.245027760716425e-003,4.135988e-003
1.247745932929511e-003,5.621587e-003
1.250783228378259e-003,6.618076e-003
1.253022887839455e-003,6.830537e-003
1.255075887095276e-003,6.583414e-003
1.257159014574668e-003,5.960922e-003
1.259565819885940e-003,4.879365e-003
1.262458273657232e-003,3.268580e-003
1.265205143603524e-003,1.601115e-003
1.267487199109064e-003,2.427044e-004
1.269802173828020e-003,-9.894781e-004
1.271897914706003e-003,-1.896185e-003
1.274071283295944e-003,-2.535905e-003
1.277090993426351e-003,-2.967098e-003
1.279289887220709e-003,-2.944093e-003
1.281358988000106e-003,-2.627406e-003
1.283441076396189e-003,-2.068479e-003
1.286278528390571e-003,-1.055577e-003
1.288743501298711e-003,-4.357087e-005
1.290872329207676e-003,8.674074e-004
1.293028632175315e-003,1.746044e-003
1.295254025651945e-003,2.522647e-003
1.298350753099618e-003,3.311787e-003
1.301546279027959e-003,3.767828e-003
1.303699375534402e-003,3.822399e-003
1.305744734109240e-003,3.663254e-003
1.307809335534636e-003,3.329492e-003
1.310475780744292e-003,2.711439e-003
1.313637013009342e-003,1.833241e-003
1.316344640236131e-003,1.039343e-003
1.318784195686575e-003,3.659665e-004
1.321262853003915e-003,-2.115667e-004
1.323604541423648e-003,-6.189915e-004
1.325790400655960e-003,-8.413777e-004
1.328489008299368e-003,-9.159375e-004
1.330668883546500e-003,-8.221247e-004
1.332878971909848e-003,-5.863566e-004
1.335177462721974e-003,-2.307192e-004
1.337406589480543e-003,1.885152e-004
1.339557727650004e-003,6.299503e-004
1.341726001051925e-003,1.073360e-003
1.344427393958899e-003,1.570249e-003
1.347596431250436e-003,2.025126e-003
1.350689701460099e-003,2.306014e-003
1.352926150168495e-003,2.383373e-003
1.354970084649348e-003,2.349431e-003
1.357050706409798e-003,2.225845e-003
1.359337494707808e-003,2.003590e-003
1.362463463791318e-003,1.609647e-003
1.366121804556080e-003,1.101188e-003
1.369203624049862e-003,6.936918e-004
1.372184654668536e-003,3.723414e-004
1.374896215932354e-003,1.750360e-004
1.377424909397963e-003,8.846951e-005
1.379718164070240e-003,9.397096e-005
1.381831473235377e-003,1.672884e-004
1.383962940767486e-003,2.995618e-004
1.386566037965648e-003,5.167656e-004
1.389725701183949e-003,8.194665e-004
1.393027721990427e-003,1.133084e-003
1.396799135300617e-003,1.432755e-003
1.400248880236353e-003,1.620147e-003
1.402545888388902e-003,1.679611e-003
1.404576755756699e-003,1.679286e-003
1.406654698314051e-003,1.634433e-003
1.408773270226749e-003,1.547391e-003
1.411832265854628e-003,1.372449e-003
1.415266944166043e-003,1.145636e-003
1.419183046180914e-003,8.960763e-004
1.423525008636890e-003,6.814244e-004
1.427046441484588e-003,5.814139e-004
1.429402252123667e-003,5.657393e-004
1.431451753707602e-003,5.893174e-004
1.433647925965492e-003,6.450677e-004
1.435773327013811e-003,7.232371e-004
1.438762815737699e-003,8.572722e-004
1.442255734259498e-003,1.018138e-003
1.447392534667162e-003,1.223094e-003
1.450699922667250e-003,1.314501e-003
1.452920314596211e-003,1.343620e-003
1.454957458459616e-003,1.344930e-003
1.457035176111280e-003,1.323918e-003
1.459485033284289e-003,1.274816e-003
1.462628567032931e-003,1.186394e-003
1.466373079631104e-003,1.066657e-003
1.471234223522128e-003,9.242040e-004
1.475749542720102e-003,8.297989e-004
1.478589743459792e-003,8.020103e-004
1.480823019340072e-003,8.031498e-004
1.482905275493110e-003,8.206616e-004
1.485062981156312e-003,8.522824e-004
1.487227683728658e-003,8.946031e-004
1.489964162260150e-003,9.565834e-004
1.493476360172709e-003,1.036316e-003
1.497838691419793e-003,1.122265e-003
1.500504391857446e-003,1.160197e-003
1.502699630982445e-003,1.177103e-003
1.505027478848360e-003,1.181301e-003
1.507140113815925e-003,1.172867e-003
1.510142979423669e-003,1.144555e-003
1.513372482522158e-003,1.100450e-003
1.517633965231399e-003,1.034363e-003
1.522665440750437e-003,9.647862e-004
1.526749496670661e-003,9.266068e-004
1.529650312221237e-003,9.159794e-004
1.532225806390483e-003,9.197692e-004
1.534640722029800e-003,9.329047e-004
1.536836700708477e-003,9.514681e-004
1.539188969929387e-003,9.761298e-004
1.541435181935459e-003,1.001890e-003
1.544299563266611e-003,1.034217e-003
1.547505451573599e-003,1.065996e-003
1.550135103045627e-003,1.085866e-003
1.552542285890483e-003,1.096970e-003
1.555003171373822e-003,1.100399e-003
1.558071241964221e-003,1.094581e-003
1.561467466282507e-003,1.077860e-003
1.565538978292117e-003,1.049221e-003
1.570229767040004e-003,1.015537e-003
1.576490253107606e-003,9.814027e-004
1.580205359923411e-003,9.722764e-004
1.583248966586773e-003,9.745116e-004
1.586377226067907e-003,9.842559e-004
1.589667320280879e-003,9.998108e-004
1.593139761633492e-003,1.018786e-003
1.596781630416923e-003,1.037668e-003
1.600549227936174e-003,1.052591e-003
1.604231627099077e-003,1.059953e-003
1.608458172113918e-003,1.059049e-003
1.612503951832686e-003,1.050178e-003
1.617284667926138e-003,1.033793e-003
1.622593131866711e-003,1.015974e-003
1.629141908040457e-003,1.001616e-003
1.633480533187220e-003,9.998146e-004
1.637376363567594e-003,1.004931e-003
1.642295176820567e-003,1.016426e-003
1.646768607149191e-003,1.027490e-003
1.653354554986607e-003,1.039462e-003
1.658206132562641e-003,1.042214e-003
1.663136212362442e-003,1.038387e-003
1.668731203337063e-003,1.029493e-003
1.674865038219711e-003,1.019706e-003
1.682300862986884e-003,1.012994e-003
1.692765646682136e-003,1.018750e-003
1.698851352002400e-003,1.026060e-003
1.706160799543784e-003,1.032213e-003
1.712244308118245e-003,1.032866e-003
1.718570732549045e-003,1.029175e-003
1.725716925891306e-003,1.023492e-003
1.734459495886161e-003,1.019107e-003
1.747949510687325e-003,1.023108e-003
1.755824777989226e-003,1.027079e-003
1.773951722793752e-003,1.026322e-003
1.783519628776162e-003,1.023064e-003
1.803218865485184e-003,1.023900e-003
1.814198636735917e-003,1.026182e-003
1.827111931723395e-003,1.025951e-003
1.840295263905479e-003,1.023957e-003
1.852309144994601e-003,1.023362e-003
1.863025881613813e-003,1.024454e-003
1.877290812118251e-003,1.025615e-003
1.891657537657619e-003,1.025026e-003
1.908143902161823e-003,1.024123e-003
1.926065536925942e-003,1.024566e-003
1.946444412014665e-003,1.025100e-003
1.968109005136451e-003,1.024332e-003
1.981267064193126e-003,1.024034e-003
1.988910363129594e-003,1.024553e-003
1.989271062909550e-003,1.024603e-003
1.997489699775503e-003,1.025205e-003
2.000000000000000e-003,1.025300e-003
